X,Y,OBJECTID,ASSET_ADDR,ASSET_NAME,OPA_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,ASSET_ID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,BUILDINGID,SECONDARYSITE_ID,PRIMARYSITE_ID,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,SITE_ACRES,SERVING_TYPE,EDITNOTE1,EDITDATE,EDITSOURCE,EDITOR,NOT_PUBLIC,STATUS
-75.1717829969603,39.9583459065015,1898,200 N 19TH ST,All Wars Memorial to Colored Soldiers and Sailors,200 N 19TH ST,Logan Square,,,3286,,A11,,B4,C64,,,0108,4058,Statue\Monument,Y,Owned,Public use,PPR,782720700,CITY OF PHILA,1.7448806,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.1745920147341,40.0021194773182,1899,3000 N 27TH ST,Shuler Playground Play Equipment,3000 N 27TH ST,Shuler Playground,,,2366,,A11,A11.3,B2,C42,,,,4388,Playground Equipment,Y,Owned,Public use,PPR,784639010,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1656466130814,39.9521932501749,1900,1500-42 MARKET ST,City Hall Transit Concourse West,1500-42 MARKET ST,City Hall Transit Concourse,20255E,,2966,,A17,,B4,C71,,1526914,,10544298,Transit Station,N,Lessee,"SEPTA, City",,883320000,HUB PROPERTIES TRUST,,C,Other Publicly Owned,2012/09/11 00:00:00+00,PPR,mw,N,A
-75.1643390057421,39.9330954452086,1901,1200 WHARTON ST,Columbus/ Diprospero Playground Play Equipment,1200 WHARTON ST,Columbus/ Diprospero Playground and Passyunk Square,,,2144,,A11,A11.3,B2,C42,,,,4110,Playground Equipment,Y,Owned,Public use,PPR,781429150,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1533192956971,40.0240287409549,1902,4600 N 16TH ST,Stenton Park Playground Basketball Court,4600 N 16TH ST,Stenton Park Playground,,,2679,,A11,A11.3,B2,C4,,,,4400,Basketball Court,Y,Owned,Public use,PPR,785673300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1479267797604,39.9441799301324,1903,319 DELANCEY ST,Delancey Park Playground Equipment,319 DELANCEY ST,Delancey Park,,,2165,,A11,A11.3,B2,C42,,,,4122,Playground Equipment,Y,Owned,Public use,PPR,051162850,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1875608222901,40.0576830557439,1904,7001 GERMANTOWN AVE,Mt Airy Playground Athletic Field,7001 GERMANTOWN AVE,Mt Airy Playground,,,2535,,A11,A11.3,B3,C87,,,,4315,Baseball Field,Y,Owned,Public use,PPR,784166350,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1506910808225,39.9210590624827,1905,200 SNYDER AVE,Burke Playground Play Equipment,200 SNYDER AVE,Burke Playground,,,2072,,A11,A11.3,B2,C42,,,,4073,Playground Equipment,Y,Owned,Public use,PPR,781395400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1510815114769,39.9339974659244,1906,400 WASHINGTON AVE,Sacks Playground Basketball Court 1,400 WASHINGTON AVE,Sacks Playground,,,2633,,A11,A11.3,B2,C4,,,,4376,Basketball Court,Y,Owned,Public use,PPR,781422700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1502138484811,39.9681646695926,1907,901-47 N 8TH ST,East Poplar Field,901-47 N 8TH ST,East Poplar Field,,,3102,,A11,A11.3,B3,C87,,,,10508002,Baseball Field,Y,Owned,PPR,PPR,141077116,CITY OF PHILADELPHIA,3.133505,C,,2015/09/27 00:00:00+00,PPR Data,nf,N,A
-75.1498588161627,39.9687041072308,1908,901-47 N 8TH ST,East Poplar Field,901-47 N 8TH ST,East Poplar Field,,,3101,,A11,A11.3,B3,C3,,,,10508002,Athletic Field\Soccer Field,Y,Owned,PPR,PPR,141077116,CITY OF PHILADELPHIA,3.133505,C,,2015/09/27 00:00:00+00,PPR Data,nf,N,A
-75.2004930772143,40.0752190115098,1909,209-99 E HARTWELL LN,Water Tower Recreation Center,,Water Tower Recreation Center,,,1979,,A11,A11.3,B3,C50,D18,,,,Recreation Center,Y,Owned,Public use,PPR,,,9.55491542,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.9867272297651,40.1003892394394,1910,12240 THORNTON RD,Fairmount Drainage Right Of Way 6,12240 THORNTON RD,Fairmount Drainage Right Of Way,,,1646,,A11,,B3,C79,,,0154,4152,Watershed\Conservation Park,Y,Owned,Public use,PPR,778807000,HOLY REDEEMER + NAZARETH,3.2982459,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1887276512238,39.9312439324592,1911,2600 MORRIS ST,Vare Recreation Center Building,2600 MORRIS ST,Vare Recreation Center,16597E,,363,,A11,A11.3,B1,C49,,1402925,,4421,Recreation Building,Y,Owned,PPR,PPR,782337825,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.185489188081,39.9346492592407,1912,1418-30 S TAYLOR ST,1418-30 S Taylor Street Park,1424 S TAYLOR ST,1418-30 S Taylor Street Park,16578E,,233,,A11,A11.2,B3,C36,D17,,,1051966,Neighborhood Park,Y,Owned,Public use,DPP,364186300,CITY OF PHILA,0.01662075,C,Tot lot and ball court,2012/08/27 00:00:00+00,"PCPC survey, PPR review, OPA",vm,N,A
-75.2499776107471,39.9692729221957,1913,338-50 N 65TH ST,Granahan Playground Building,338-50 N 65TH ST,Granahan Playground,16296E,,453,,A11,A11.3,B1,C49,,1499326,,4106,Recreation Building,Y,Owned,PPR,PPR,783798200,CITY OF PHILA,,C,Funded under 16297E,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2370380411115,39.9062853278438,1914,7401 LINDBERGH BLVD,Eastwick Park,7401 LINDBERGH BLVD,Eastwick Park,16239E,,400,,A11,A11.2,B3,C36,,,,4147,Neighborhood Park,Y,Owned,Public use,PPR,783272800,CITY OF PHILA,11.30889225,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2216504739018,39.9812808601764,1915,5101 PARKSIDE AVE,Parkside Shelter,,West Fairmount Park,,,1466,,A11,,B1,C40,,1522718,,4440,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2207279525032,40.0670194565719,1916,8200 WISSAHICKON DR,Rex Avenue Comfort Station 1,,Wissahickon Valley Park,17286E,,1314,,A11,,B1,C55,,,, 4455,Restrooms,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2132157701425,39.9300357616547,1917,2901 S 56TH ST,Bartram's Garden Field,2901 S 56TH ST,Bartram's Garden,,,2053,,A11,A11.3,B3,C87,,,,10334823,Baseball Field,Y,Owned,Public use,PPR,783764200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2053074984618,40.0708894706973,1918,201 W HARTWELL LN,Pastorius Park,201 W HARTWELL LN,Pastorius Park,17434E,,1213,,A11,A11.2,B3,C36,,,,4342,Neighborhood Park,Y,Owned,Public use,PPR,784188200,CITY OF PHILA,16.04214477,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2118160377694,39.9832485269073,1919,4180 HORTICULTURE DR,Horticulture Center Reflection Pool,,Horticulture Center,17242E,,3055,,A11,,B4,C16,,,0173,4440,Fountain,Y,Owned,Public use,PPR,,,,C,,2013/12/31 00:00:00+00,FAMIS,mw,N,A
-75.2107298917334,39.9828001551081,1920,BELMONT AVE AND NORTH HORTICULTURAL DR,Night,,"West Fairmount Park, Horticultural Center",,,3189,,A11,,B4,C64,,,0173,4440,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.2017723841015,40.0053369820606,1921,3701 NEILL DR,Guard Box at Falls Road House,3701 NEILL DR,West Fairmount Park,,,1523,,A11,,B1,C21,,1502706,,4440,Historic House\Site,Y,Owned,PPR,PPR,783359600,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0443715036216,40.0284410299054,1922,4423 LONGSHORE AVE,Disston Recreation Center,4423 LONGSHORE AVE,Disston Recreation Center,,,1847,,A11,A11.3,B3,C50,D18,,,4134,Recreation Center,Y,Owned,Public use,PPR,786309000,CITY OF PHILA,3.33396697,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.9899232190029,40.0547879237515,1923,4800 GRANT AVE,Fluehr Park,4800 GRANT AVE,Fluehr Park,17230E,,188,,A11,A11.2,B3,C36,,,,4166,Neighborhood Park,Y,Owned,Public use,PPR,786166100,CITY OF PHILA,61.50144577,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2469267317451,39.9846683714778,1924,1923 N 63RD ST,Fire Engine 54,1923 N 63RD ST,Fire Engine 54 & Fuel Site 141,13054E,,138,,A13,A13.1,B1,C14,,1517783,,10466990,Fire Station,Y,Owned,FIRE,DPP,783793800,CITY OF PHILA,0.24506427,C,,2012/06/01 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.2403471812278,39.9059591646088,1925,2851 ISLAND AVE,Library Branch - Eastwick,2851 ISLAND AVE,Library Branch - Eastwick,52007E,,176,,A8,,B1,C25,,1448396,,1092757,Library Branch,Y,Owned,LIBRARY,LIBRARY,783233200,CITY OF PHILA,0.83622598,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.0927006151931,40.0210007223875,1926,1010 ARROTT ST,Simpson Playground,1010 ARROTT ST,Simpson Playground,,,1954,,A11,A11.3,B3,C50,D18,,,4390,Recreation Center,Y,Owned,Public use,PPR,786022900,CITY OF PHILA,4.58680915,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0847147263311,40.0167402140858,1927,4667-83 GRISCOM ST,Parking Lot - 4667-63 Griscom And Arrott St,4667-83 GRISCOM ST,Parking Lot - Griscom and Arrott St,20459E,,385,,A17,,B3,C39,,,,10208254,Parking Lot,Y,Owned,Public use,PPA,232449215,CITY OF PHILA,0.35810375,C,Confirmed active PCPC field survey 3/1/12,2011/06/21 00:00:00+00,PPA doc to PCPC,,N,A
-75.1795259964866,40.0477359768706,1928,100-70 E JOHNSON ST,Daniel E Rumph II Recreation Center Building 1,100-70 E JOHNSON ST,Mallery Playground,16402E,,726,,A11,A11.3,B1,C49,,1116062,,4275,Recreation Building,Y,Owned,PPR,PPR,784202000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2410567753897,39.8744704016971,1929,8500 ESSINGTON AVE,PHL - Terminal Building C,8500 ESSINGTON AVE,PHL,42104E,,415,,A1,,B1,C2,,1378639,,10485758,Airport Terminal\Hanger,Y,Owned,PHL,PHL,773300001,CITY OF PHILA,685.49121093,M,,2011/04/14 00:00:00+00,,,N,A
-75.2313006397448,40.0688368553889,1930,8601 WISSAHICKON AVE,Houston Playground Building,8601 WISSAHICKON AVE,Houston Playground,16341E,,683,,A11,A11.3,B1,C49,,1150560,, 4455,Recreation Building,Y,Owned,PPR,PPR,784484750,FAIRMOUNT PARK COMM,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2328348372039,39.8668605797087,1931,ISLAND AVE AND ROUTE 291,PHL Fire Station (on-site),,PHL,42114E,,1332,,A13,A13.1,B1,C14,,,,,Fire Station,Y,Owned,FIRE,,,,,C,Outtside of City Boundary,2011/04/12 00:00:00+00,,,N,I
-75.2209202461207,40.0600630271484,1932,,Margaree Dam,,Wissahickon Valley Park,,,3353,,A15,,B4,C93,,,, 4455,Dam,Y,Owned,CITY OF PHILA,CITY OF PHILA,,,2042.063584,M,,2015/10/23 00:00:00+00,PWD Data,nf,N,A
-75.2129192083946,39.933333835088,1933,5305 HARLEY AVE,Bartram's Garden Administrative Offices Building,5305 HARLEY AVE,Bartram's Garden,,,1404,,A11,,B1,C34,,1535368,,10331166,Multi-Use\Office Building,Y,Owned,PPR,PPR,402285410,CITY OF PHILADELPHIA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1126668516896,40.0424495952536,1934,,Tacony Creek Park Dam,,Tacony Creek Park,,,3357,,A15,,B4,C93,,,,4406,Dam,Y,Owned,CITY OF PHILA,CITY OF PHILA,,,303.559933,M,,2015/10/23 00:00:00+00,PWD Data,nf,N,A
-75.1128183803528,40.0221302000278,1935,4800 WHITAKER AVE,Lauretha Vaird Boys/Girls Club / Tabor Rams Athletic Club Building,,Lauretha Vaird Boys/Girls Club Recreation Center,17282E,,1060,,A11,A11.3,B1,C49,,1222414,,4406,Recreation Building,Y,Owned,PPR,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1127741094446,40.0228572901625,1936,4800 WHITAKER AVE,Lauretha Vaird Boys/Girls Club Recreation Center Athletic Field,,Lauretha Vaird Boys/Girls Club Recreation Center,,,2414,,A11,A11.3,B3,C3,,,,4406,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2405532381605,39.9217280697468,1937,6901 WOODLAND AVE,Supportive Housing - Woodland,6901 WOODLAND AVE,Supportive Housing - Woodland,,,3026,,A7,,B1,C22,,1523571,,10181727,Housing\Group Quarters,N,Lessee,OSH,Lessor,773192002,6901 WOODLAND TIC LLC,,C,,2013/09/17 00:00:00+00,,mw,N,A
-75.2373083334964,39.9467937160789,1938,5601 BALTIMORE AVE,Sherwood Park,5601 BALTIMORE AVE,Sherwood Park,16551E,,181,,A11,A11.2,B3,C36,,,,4384,Neighborhood Park,Y,Owned,Public use,PPR,783030600,CITY OF PHILA,1.64319205,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1435730617233,39.9415913540094,1939,DELAWARE AVE AND SPRUCE ST,I-95 Park,,I-95 Park,17425E,,1228,,A11,A11.2,B3,C30,,,,,Linear Park\Parkway,Y,Owned,Public use,PPR,,,6.84266901,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0988331692121,39.99767362476,1940,2136 CASTOR AVE,Heitzman Recreation Center Playground Equipment,2136 CASTOR AVE,Heitzman Recreation Center,,,2305,,A11,A11.3,B2,C42,,,,4216,Playground Equipment,Y,Owned,Public use,PPR,786065300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0986343920285,39.9975051344926,1941,2136 CASTOR AVE,Heitzman Recreation Center Pool,2136 CASTOR AVE,Heitzman Recreation Center,,,2307,,A11,A11.3,B4,C46,,,,4216,Pool,Y,Owned,PPR,PPR,786065300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0489870272485,40.0282991261389,1942,4131 UNRUH AVE,Vogt Recreation Center Street Hockey Court,4131 UNRUH AVE,Vogt Recreation Center,,,2736,,A11,A11.3,B2,C88,,, ,4426,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786544700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1217659206916,39.9998547573111,1943,400-64 E ONTARIO ST,Mcveigh Recreation Center Athletic Field,400-64 E ONTARIO ST,Mcveigh Recreation Center,,,2495,,A11,A11.3,B3,C87,,,,4299,Baseball Field,Y,Owned,Public use,PPR,786349700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1187911190035,40.0342004964151,1944,200-64 E OLNEY AVE,Zeihler Playground,200-64 E OLNEY AVE,Zeihler Playground,,,1976,,A11,A11.3,B3,C50,D18,,, 4465,Recreation Center,Y,Owned,Public use,PPR,785373100,CITY OF PHILA,7.14864778,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1133580010666,39.9965264933185,1945,KENSINGTON & ALLEGHENY AVES,Market Frankford El Station - Allegheny,,Market Frankford El Station - Allegheny,20206E,,1309,,A17,,B4,C71,,,,,Transit Station,Y,Owned,SEPTA,SEPTA,,,,C,Confirmed by DPP 4/20/12,2012/05/16 00:00:00+00,"DPP, Mayor's Task Force data request meeting",mw,N,A
-75.1572415330995,40.0618562563377,1946,1601-35 E WALNUT LN,Simons Youth Access & Teen Center Ice Rink,1601-35 E WALNUT LN,Simons Youth Access & Teen Center,16556E,,653,,A11,A11.3,B1,C49,,1121708,,10383390,Recreation Building,Y,Owned,PPR,PPR,784471550,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1565248767306,39.9194924675149,1947,500 WOLF ST,Mifflin Square,500 WOLF ST,Mifflin Square,16429E,,126,,A11,A11.2,B3,C61,,,,4300,Square\Plaza,Y,Owned,Public use,PPR,781432300,CITY OF PHILA,4.17187881,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1575555643874,39.923120529818,1948,631-39 SNYDER AVE,Ford PAL Recreation Center Building,631-39 SNYDER AVE,Ford Recreation Center,,,1390,,A11,A11.3,B1,C49,,1399745,,4167,Recreation Building,Y,Owned,PPR,PPR,781396000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1593818075046,39.9338790302279,1949,900 FEDERAL ST,Capitolo Playground,900 FEDERAL ST,Capitolo Playground,16150E,,501,,A11,A11.3,B3,C50,D18,1498780,,4076,Recreation Center,Y,Owned,Public use,PPR,781091900,CITY OF PHILA,4.11067295,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.9917914948296,40.0426212898761,1950,9201 N DELAWARE AVE,Fish Hatchery Fields,9201 N DELAWARE AVE,Fish Hatchery,,,2230,,A11,A11.3,B3,C87,,,0415,4355,Baseball Field,Y,Owned,Public use,PPR,786071000,CITY OF PHILA,31.29777336,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1877082590151,40.0567947365277,1951,6923-45 GERMANTOWN AVE,Library Branch - Lovett Memorial,6923-45 GERMANTOWN AVE,Library Branch - Lovett Memorial,52023E,,669,,A8,,B1,C25,,1089564,,4270,Library Branch,Y,Owned,LIBRARY,LIBRARY,784166300,CITY OF PHILA,1.10445404,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.1812046530341,39.9377533654213,1952,1201 S 23RD ST,Library Branch - Queen Memorial,1201 S 23RD ST,Library Branch - Queen Memorial,52032E,,477,,A8,,B1,C25,,,,10369901,Library Branch,N,Lessee,LIBRARY,Lessor,886650200,LANDRETH MANAGEMENT PARTN,1.06701099,C,,2015/10/19 00:00:00+00,Library,nf,N,A
-75.1730816874998,39.9233330510901,1953,2201 S 16TH ST,Guerin Recreation Center Building 2,2201 S 16TH ST,Guerin Recreation Center,,,1389,,A11,A11.3,B1,C49,,1518633,,4198,Recreation Building,Y,Owned,PPR,PPR,782674300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1776438536737,39.9313498740426,1954,1601-13 S 20TH ST,Ralph Brooks Park Tot Lot,1601-13 S 20TH ST,Ralph Brooks Park Tot Lot,16685E,,3077,,A11,A11.3,B2,C42,,,,4363,Playground Equipment,Y,Owned,Public Use,,363232010,CITY OF PHILA,0.204568,C,,2015/09/22 00:00:00+00,FAMIS,nf,N,A
-75.1755388085957,39.9566974700204,1955,2132-34 CHERRY ST,Coxe Park Playground,2132-34 CHERRY ST,Coxe Park Playground & Garage 290,16193E,,128,,A11,A11.2,B3,C36,,,,4118,Neighborhood Park,Y,Owned,Public use,PPR,782091000,CITY OF PHILA,0.07294499,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20086004675,39.9660170071748,1956,714 N 39TH ST,39th & Olive Playground Building,700-14 N 39TH ST,39th & Olive Playground,16047E,,298,,A11,A11.3,B1,C49,,1498413,,4014,Recreation Building,Y,Owned,PPR,PPR,783656600,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1990741987444,39.9734285372282,1957,1101 N 38TH ST,Clayborn-Lewis Playground Building,1101 N 38TH ST,Clayborn & Lewis Playground,16175E,,21,,A11,A11.3,B1,C49,,1509672,,4101,Recreation Building,Y,Owned,PPR,PPR,783654000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.081335029349,40.0170731083411,1958,1652-54 FOULKROD ST,Fuel Site 263,1652-54 FOULKROD ST,Ladder 15 & Fuel Site 263,25263E,,109,,A15,,B2,C82,,,,1083710,Fuel Pump,Y,Owned,FLEET,FLEET,786141200,CITY OF PHILA,,M,PCPC field visit confirmed.,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.0759083138355,40.014496404161,1959,1900 WAKELING ST,Whitehall Commons Playground Building,1900 WAKELING ST,Gambrell Recreation Center,16623E,,10,,A11,A11.3,B1,C49,,1287503,,1082491,Recreation Building,Y,Owned,PPR,PPR,786550100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0232667485949,40.0892214929472,1960,9800 E ROOSEVELT BLVD,Hayes Woods,9800 E ROOSEVELT BLVD,Hayes Playground,,,3084,,A11,A11.2,B3,C54,,,,4214,Regional\Metro Park,Y,Owned,PPR,PPR,786462490,CITY OF PHILA,38.975635,C,,2015/09/26 00:00:00+00,PPR Data,nf,N,A
-75.0215244098477,40.0910577552826,1961,9850 E ROOSEVELT BLVD,Hayes Playground Basketball Court,9850 E ROOSEVELT BLVD,Hayes Playground,,,2553,,A11,A11.3,B2,C4,,,,4213,Basketball Court,Y,Owned,Public use,PPR,786462380,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2311426827312,40.0697273487912,1962,8601 WISSAHICKON AVE,Houston Playground Street Hockey Rink,8601 WISSAHICKON AVE,Houston Playground,,,2338,,A11,A11.3,B2,C88,,,, 4455,Street Hockey Court\Rink,Y,Owned,Public use,PPR,784484750,FAIRMOUNT PARK COMM,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2284027028328,39.9342569197866,1963,5800 CHESTER AVE,Franics J. Myers Recreation Center Basketball Court,5800 CHESTER AVE,Franics J Meyers Recreation Center,,,2254,,A11,A11.3,B2,C4,,,,10350243,Basketball Court,Y,Owned,Public use,PPR,783092500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2604540530324,39.9731308813256,1964,7401 LANSDOWNE AVE,Rose Playground Building 2,,Rose Playground,,,1455,,A11,A11.3,B1,C49,,1522522,,4106,Recreation Building,Y,Owned,PPR,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2555891799046,39.9744415373614,1965,6839 LANSDOWNE AVE,Papa Playground Play Equipment,,Papa Playground,,,2579,,A11,A11.3,B2,C42,,,,4106,Playground Equipment,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1453198881022,39.9331267198504,1966,1201-99 S FRONT ST,Rizzo Ice Rink,1201-99 S FRONT ST,Rizzo Ice Rink & Recreation Center,16523E,,967,,A11,A11.3,B1,C49,,,,4372,Recreation Building,Y,Owned,PPR,PPR,882010005,COMMONWEALTH OF PA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2070632348142,39.9364868902067,1967,4910 BOTANIC AVE,Sanitation Warehouse 2,4910 BOTANIC AVE,Sanitation Warehouses,,,1741,,A15,,B1,C73,,1394498,,10362502,Warehouse,Y,Owned,STREETS,STREETS,783043600,CITY OF PHILA,,M,,2011/04/12 00:00:00+00,,,N,A
-75.2787055085065,39.9743293156319,1968,7800 CITY LINE AVE,City Line Sports Center Building,7800 CITY AVE,Cobbs Creek Golf Course & Driving Range,17606E,,999,,A11,A11.3,B1,C49,,1517239,,4106,Recreation Building,Y,Owned,PPR,PPR,783096700,CITY OF PHILA,,C,,2016/08/11 00:00:00+00,PPR Data,nf,N,A
-75.2405442104371,39.9692564164854,1969,432-52 N EDGEWOOD ST,Parking Lot - 432-52 N Edgewood,432-52 N EDGEWOOD ST,Parking Lot - 432-52 N Edgewood,20419E,,114,,A17,,B3,C39,,,,10164344,Parking Lot,Y,Owned,Public use,PPA,341111350,CITY OF PHILA,0.43810835,C,,2011/06/21 00:00:00+00,DPP Fixed Asset List,,N,A
-75.2367462224119,39.889201558713,1970,8500 ESSINGTON AVE,PHL - Terminal One,8500 ESSINGTON AVE,PHL,42124E,,427,,A1,,B1,C2,,,,10485758,Airport Terminal\Hanger,Y,Owned,PHL,PHL,773300001,CITY OF PHILA,685.49121093,M,,2011/04/14 00:00:00+00,,,N,A
-75.2385343111049,39.8933654166297,1971,8201 TINICUM AVE,Fuel Site 221,8201 TINICUM AVE,Fire Engine 69 & Fuel Site 221,25221E,,46,,A15,,B2,C82,,,,10251660,Fuel Pump,Y,Owned,FLEET,FLEET,783521200,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.1331752641094,40.0026543152447,1972,213 W ONTARIO ST,Reed Playground Play Equipment,213 W ONTARIO ST,Reed Playground,,,2611,,A11,A11.3,B2,C42,,,,4367,Playground Equipment,Y,Owned,Public use,PPR,786352200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.128437415263,39.9717320623695,1973,1202-32 E MONTGOMERY AVE,Fishtown Recreation Center Play Equipment,1202-32 E MONTGOMERY AVE,Fishtown Recreation Center,,,2234,,A11,A11.3,B2,C42,,,,4159,Playground Equipment,Y,Owned,Public use,PPR,781286100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0819303075786,40.0767388391259,1974,501 RHAWN ST,Library Branch - Fox Chase,501 RHAWN ST,Library Branch - Fox Chase,52010E,,536,,A8,,B1,C25,,1280783,,10283817,Library Branch,Y,Owned,LIBRARY,LIBRARY,786454900,CITY OF PHILA,0.66951298,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.0778911200173,40.0230950836391,1975,5208 FRANKFORD AVE,Market Frankford El Station - Bridge/Pratt,5208 FRANKFORD AVE,Market Frankford El Station - Bridge/Pratt,20201E,,163,,A17,,B4,C71,,1286512,,10543676,Transit Station,Y,Owned,SEPTA,SEPTA,884353875,SEPTA,7.51450872,C,Confirmed by DPP 4/20/12,2012/05/16 00:00:00+00,"DPP, Mayor's Task Force data request meeting",mw,N,A
-75.1806091891742,39.9653396742121,1976,2500 SPRING GARDEN ST,Phillips Fountain,2500 SPRING GARDEN ST,Philadelphia Museum of Art,17266E,,408,,A11,,B4,C16,,,0216,4145,Fountain,Y,Owned,Public use,PPR,782513700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1748106134098,40.0017501035353,1977,3000 N 27TH ST,Shuler Playground Pool,3000 N 27TH ST,Shuler Playground,,,2367,,A11,A11.3,B4,C46,,,,4388,Pool,Y,Owned,PPR,PPR,784639010,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1700786291706,39.9163486302329,1978,2701 S BROAD ST,Marconi Plaza Basketball Court,2701 S BROAD ST,Marconi Plaza,17431E,,2447,,A11,A11.3,B2,C4,,,,4280,Basketball Court,Y,Owned,Public use,PPR,781023200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
